"pathway","log2FC","pvalue","FDR"
"RHAMCAT-PWY: L-rhamnose degradation I",0.204526076325135,1.33732572011271e-09,1.32935084196525e-08
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.389066666122027,1.65449930346613e-09,1.62968181391414e-08
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.348448005918067,1.64892377475597e-09,1.62968181391414e-08
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.389128885200514,1.67547290335532e-09,1.64287320433076e-08
"PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis",0.465198118619131,1.80344728864195e-09,1.76039201553473e-08
"PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_distasonis",0.517707708521585,1.91775150890692e-09,1.86357287883466e-08
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.500258224877431,1.95611276883284e-09,1.89236445091999e-08
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis",0.491581470855303,2.09635795807322e-09,2.01902564228652e-08
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.257225785213395,2.27274116527115e-09,2.17921686068256e-08
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.465390399001428,2.34451212860737e-09,2.23813118180272e-08
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.541624973261938,2.45863260096517e-09,2.33677931854891e-08
"ANAEROFRUCAT-PWY: homolactic fermentation",0.15139736268149,2.61656860300724e-09,2.47602801865358e-08
"PWY-3001: superpathway of L-isoleucine biosynthesis I",0.103442608321396,2.9040958011041e-09,2.73616330477938e-08
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_distasonis",0.456199793768699,3.35556389110133e-09,3.14783850736649e-08
"PWY0-1479: tRNA processing",0.500916775562349,3.52312340818953e-09,3.29077949377013e-08
"VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.427831679535772,3.81004794187274e-09,3.54350810731254e-08
"PWY-5690: TCA cycle II (plants and fungi)",0.39355427066685,3.98315973215253e-09,3.68867826477544e-08
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis",0.460503855433584,4.4073731177946e-09,4.06416065798336e-08
"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Parabacteroides.s__Parabacteroides_distasonis",0.492026314702016,4.49188903000916e-09,4.11277125112732e-08
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",0.857882267833427,4.49804700746274e-09,4.11277125112732e-08
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.354974254927361,4.65619656998621e-09,4.23948654082358e-08
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_distasonis",0.440211420897274,4.74276981604314e-09,4.30024359471359e-08
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Parabacteroides.s__Parabacteroides_distasonis",0.473267950382344,5.65000422217295e-09,5.10148297893699e-08
"PWY-3841: folate transformations II|g__Parabacteroides.s__Parabacteroides_distasonis",0.456643820780756,6.00538799396014e-09,5.39986547008781e-08
"NAD-BIOSYNTHESIS-II: NAD salvage pathway II",0.517550140402108,6.10590568039391e-09,5.46756099562545e-08
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_distasonis",0.476127469904344,6.17340243336417e-09,5.50525229345686e-08
"PWY-5686: UMP biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.382471328449995,6.30658031116943e-09,5.6009670222558e-08
"PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)",0.243531292000061,6.47200713393759e-09,5.72442426907867e-08
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.45317340668886,6.77519372481832e-09,5.96822959417939e-08
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",0.161030673389396,7.00311626870948e-09,6.14402953615119e-08
"PWY-5973: cis-vaccenate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.433610298230857,7.25785922217109e-09,6.34184715098579e-08
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Parabacteroides.s__Parabacteroides_distasonis",0.485759511491856,7.49007002019951e-09,6.51846655974793e-08
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Parabacteroides.s__Parabacteroides_distasonis",0.440385737656166,8.27689543143117e-09,7.17441295996454e-08
"TRNA-CHARGING-PWY: tRNA charging|g__Parabacteroides.s__Parabacteroides_distasonis",0.492816391290587,9.91406161923814e-09,8.55375113900765e-08
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0.455558032730279,9.94714022625717e-09,8.55375113900765e-08
"PWY-7663: gondoate biosynthesis (anaerobic)",0.139655189534111,1.05389711158652e-08,8.99131905829913e-08
"GLUTORN-PWY: L-ornithine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.357774471040357,1.05198242740864e-08,8.99131905829913e-08
"PWY-6892: thiazole biosynthesis I (E. coli)",0.227406236507116,1.14656137701351e-08,9.74352354505209e-08
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.458585475749117,1.1517430949581e-08,9.74932533896172e-08
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caccae",0.619985766605061,1.19770350506428e-08,1.00989241069038e-07
"ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified",0.446941029917397,1.33397265970195e-08,1.12043362541633e-07
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.46379275948019,1.46298085485251e-08,1.22404614380903e-07
"PWY-6305: putrescine biosynthesis IV|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.352247330381709,1.56211599975243e-08,1.30196360440905e-07
"PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.361552133734386,1.66311486427788e-08,1.38083138348282e-07
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.467988605860001,1.68865428331549e-08,1.39668466868117e-07
"PWY-5690: TCA cycle II (plants and fungi)|unclassified",0.423525717656605,1.86742424641984e-08,1.53867237338091e-07
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis",0.471173154218323,1.96792256271499e-08,1.61533643689522e-07
"PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis",0.517897157059478,1.99102344566551e-08,1.62813124783289e-07
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.505269857243984,2.01359829548182e-08,1.64040131816132e-07
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.433049524015037,2.29104250779539e-08,1.85943412524068e-07
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caccae",0.602006847119567,2.76482587037069e-08,2.23558867951242e-07
"PWY-6895: superpathway of thiamin diphosphate biosynthesis II",0.441557048064934,2.81634168312658e-08,2.26877785402799e-07
"PWY-6936: seleno-amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.471808656086097,2.88734620640459e-08,2.31736267751065e-07
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.662311316725328,2.98231721906694e-08,2.38475328919485e-07
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)",0.210729932032464,3.05029696239829e-08,2.43014467555775e-07
"COA-PWY: coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.468718451824375,3.39121891862995e-08,2.69185765445828e-07
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.485788905720754,3.4164487159442e-08,2.7019869954201e-07
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.474229895465118,3.5967495182322e-08,2.83423862036697e-07
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",0.467895103995947,3.63151982398476e-08,2.8409759778249e-07
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",0.467895103995947,3.63151982398476e-08,2.8409759778249e-07
"PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified",-0.376179726290022,4.36839641464313e-08,3.38744055547097e-07
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified",0.355326770358052,4.37694211136074e-08,3.38744055547097e-07
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified",0.355326127208437,4.37694211136074e-08,3.38744055547097e-07
"PWY-6609: adenine and adenosine salvage III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.366797875329703,4.39959914481619e-08,3.39285813053974e-07
"PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis",0.444647248314156,4.5506355294548e-08,3.49688907529381e-07
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_caccae",0.617688221610533,4.62918353218158e-08,3.54467869761042e-07
"PPGPPMET-PWY: ppGpp biosynthesis",0.59966052426437,4.64570566432389e-08,3.54480428682742e-07
"PWY-6891: thiazole biosynthesis II (Bacillus)",0.53031728690673,5.28073330048803e-08,4.01521019724827e-07
"LACTOSECAT-PWY: lactose and galactose degradation I",0.51816193328412,5.32758855441927e-08,4.03667286623306e-07
"UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis",0.448444793160547,5.41642286783578e-08,4.08968235351921e-07
"PWY-6609: adenine and adenosine salvage III|unclassified",-0.327702593391548,5.44685366118787e-08,4.0983791263174e-07
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified",0.390009964578347,6.13714887463023e-08,4.60179986550994e-07
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",0.511037749796665,6.52173922695317e-08,4.87331341545087e-07
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified",0.267429287267201,6.58407582665013e-08,4.90298705029238e-07
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.456655923283094,7.08150022640391e-08,5.25534622966345e-07
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_caccae",0.589197519418445,7.1332964037836e-08,5.27571785221811e-07
"PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis",0.413469616061432,7.45423091844225e-08,5.49432598648448e-07
"P164-PWY: purine nucleobases degradation I (anaerobic)",0.722178636892254,8.3712565504213e-08,6.14932642195355e-07
"VALSYN-PWY: L-valine biosynthesis|g__Gemmiger.s__Gemmiger_formicilis",-0.480521583175547,8.73097620733767e-08,6.39190048692592e-07
"PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis",0.467314560605233,9.48141853372678e-08,6.91792389312657e-07
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",0.427411300503,9.93298629114895e-08,7.22308097077845e-07
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis",0.481431442787123,1.00890469911907e-07,7.31202837120745e-07
"PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae",0.562574286713546,1.04198459443634e-07,7.5060601844109e-07
"HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis",0.47098197410548,1.04260457568421e-07,7.5060601844109e-07
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae",0.622868177620251,1.16095920325505e-07,8.27829416095227e-07
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",0.197858640519433,1.16025668044758e-07,8.27829416095227e-07
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",0.197852055108199,1.16132968386225e-07,8.27829416095227e-07
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.336586842424176,1.17355917504925e-07,8.33804174534994e-07
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis",0.430937995009982,1.18937237274927e-07,8.42277755473096e-07
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis",0.356756227576721,1.24524518535005e-07,8.78972741580962e-07
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis",0.792254513988676,1.29470887838931e-07,9.10920175152477e-07
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.387894001645287,1.33371305961944e-07,9.32342103226358e-07
"ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.486307226176076,1.3337611998162e-07,9.32342103226358e-07
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.346995577792504,1.40980540070839e-07,9.82330644159187e-07
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",0.171440313854207,1.47130041676786e-07,1.02189359074871e-06
"PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_distasonis",0.462985695359456,1.53583745364208e-07,1.06330982812856e-06
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.465768255437864,1.60426745464888e-07,1.10714890898857e-06
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.474775286940802,1.64475330921534e-07,1.13148584795862e-06
"PWY66-422: D-galactose degradation V (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.339605962576734,1.76354400494093e-07,1.20936704389462e-06
"PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.372910342281568,1.831587635312e-07,1.25206637404451e-06
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",0.160510307660284,1.89363563504195e-07,1.29041145318739e-06
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified",0.197489391425442,1.93876441391067e-07,1.31702272255311e-06
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis",0.501550602469908,2.18586420198515e-07,1.48023991428182e-06
"PWY-6572: chondroitin sulfate degradation I (bacterial)",0.675822730522513,2.23773287218695e-07,1.51064396698726e-06
"THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified",0.471683949114047,2.31897297116395e-07,1.56062559891685e-06
"PWY-6700: queuosine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.36594568750103,2.67062738304455e-07,1.79171812354723e-06
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I",0.0745835732762383,2.72845272098502e-07,1.82486328591807e-06
"THRESYN-PWY: superpathway of L-threonine biosynthesis",0.104868609320689,2.81430102801597e-07,1.87648933160327e-06
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified",0.408502468760348,2.84612896934735e-07,1.89189002348948e-06
"HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",0.457598017104955,2.87694768675247e-07,1.90652771779591e-06
"HSERMETANA-PWY: L-methionine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis",0.360189468416803,2.95437220924561e-07,1.95186724921806e-06
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",0.151310541881171,3.04524624848799e-07,2.00578985424726e-06
"GLUCONEO-PWY: gluconeogenesis I|unclassified",0.270382707859812,3.08635559967241e-07,2.02670684378488e-06
"PWY-5104: L-isoleucine biosynthesis IV|unclassified",0.303201595308293,3.17886186798546e-07,2.08114612324003e-06
"PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_fragilis",0.326424829969754,3.21392867932214e-07,2.09776609882262e-06
"PWY-6936: seleno-amino acid biosynthesis|unclassified",0.335140216272754,3.46994737474097e-07,2.25807085917828e-06
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",0.471895105327303,3.57845965401699e-07,2.31478270753875e-06
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified",0.629559687321831,3.56857966598519e-07,2.31478270753875e-06
"THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I",0.128437942210761,3.59178452681905e-07,2.31648722310026e-06
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",0.473410858987889,3.72685195284692e-07,2.39646533585142e-06
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_caccae",0.601731249136511,3.99226715833368e-07,2.55953932902635e-06
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified",0.294300664194662,4.04185186793976e-07,2.583685250096e-06
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified",-0.276711765086273,4.33912102022483e-07,2.76555154436095e-06
