"Species","Pathway","rho","p","FDR","Pathway_clean"
"UNINTEGRATED.unclassified","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..unclassified",0.736343860634,2.31990683337832e-163,7.90112568429651e-162,"ARGSYNBSUB PWY  L arginine biosynthesis II  acetyl cycle  unclassified"
"UNINTEGRATED.unclassified","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.unclassified",0.845104376620847,1.30140366574468e-260,9.5232434512184e-259,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.unclassified",0.89620531522365,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis unclassified"
"UNINTEGRATED.unclassified","PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I.unclassified",0.781686952031871,5.33838836390645e-197,2.27268164436307e-195,"PANTOSYN PWY  pantothenate and coenzyme A biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY.6151..S.adenosyl.L.methionine.cycle.I.unclassified",0.839852429940211,2.55657832185147e-254,1.73172541273069e-252,"PWY 6151  S adenosyl L methionine cycle I unclassified"
"UNINTEGRATED.unclassified","PWY.5097..L.lysine.biosynthesis.VI.unclassified",0.852083390202371,2.3939414677085e-269,1.94732176263913e-267,"PWY 5097  L lysine biosynthesis VI unclassified"
"UNINTEGRATED.unclassified","PWY.2942..L.lysine.biosynthesis.III.unclassified",0.82724847943528,4.21089654230033e-240,2.52390611504126e-238,"PWY 2942  L lysine biosynthesis III unclassified"
"UNINTEGRATED.unclassified","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.unclassified",0.855282058813386,1.67316766282228e-273,1.43130460020116e-271,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II unclassified"
"UNINTEGRATED.unclassified","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.unclassified",0.855282058813386,1.67316766282228e-273,1.43130460020116e-271,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.1042..glycolysis.IV..plant.cytosol..unclassified",0.742735083826937,1.14138186113641e-167,3.9765045682154e-166,"PWY 1042  glycolysis IV  plant cytosol  unclassified"
"UNINTEGRATED.unclassified","PWY.6737..starch.degradation.V.unclassified",0.759010671398987,3.0469608886296e-179,1.13072656520815e-177,"PWY 6737  starch degradation V unclassified"
"UNINTEGRATED.unclassified","PWY.5667..CDP.diacylglycerol.biosynthesis.I.unclassified",0.725126586449442,4.26726035734322e-156,1.39343639733245e-154,"PWY 5667  CDP diacylglycerol biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.unclassified",0.725127142918937,4.26380884433629e-156,1.39343639733245e-154,"PWY0 1319  CDP diacylglycerol biosynthesis II unclassified"
"UNINTEGRATED.unclassified","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.unclassified",0.799148319278964,3.4098615142503e-212,1.63934265570329e-210,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.unclassified",0.764021186392811,5.41400551891709e-183,2.09001259661416e-181,"PWY 724  superpathway of L lysine  L threonine and L methionine biosynthesis II unclassified"
"UNINTEGRATED.unclassified","TRNA.CHARGING.PWY..tRNA.charging",0.704941257485034,6.80544470373331e-144,2.11969244353376e-142,"TRNA CHARGING PWY  tRNA charging"
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Roseburia.s__Roseburia_hominis",0.965281037380937,0,0,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","VALSYN.PWY..L.valine.biosynthesis.g__Roseburia.s__Roseburia_hominis",0.909830427390811,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0.955606419403448,0,0,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","VALSYN.PWY..L.valine.biosynthesis.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0.9382575636435,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0.751831253257189,5.0140454214123e-174,1.81993867776003e-172,"PANTO PWY  phosphopantothenate biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_fragilis",0.790391445136665,2.15984249266988e-204,9.76538214861982e-203,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.1042..glycolysis.IV..plant.cytosol..g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.777030445581161,3.49891567908309e-193,1.44894869519484e-191,"PWY 1042  glycolysis IV  plant cytosol "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.880302852963944,6.54954989036102e-310,7.69931280982375e-308,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.857379004765334,2.78307189281426e-276,2.43799773841196e-274,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.878199317194649,1.51408849130904e-306,1.70297570371247e-304,"PWY 7220  adenosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.878199317194649,1.51408849130904e-306,1.70297570371247e-304,"PWY 7222  guanosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.810810208008365,3.31023176174064e-223,1.72824449658098e-221,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Bacteroides.s__Bacteroides_fragilis",0.794735755680173,3.24743132981835e-208,1.51721657078513e-206,"HSERMETANA PWY  L methionine biosynthesis III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.820691772407141,3.72366458768487e-233,2.12692452828232e-231,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.754513359482595,5.92393183291324e-176,2.1631254895293e-174,"ARGININE SYN4 PWY  L ornithine de novo  biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.867665833172403,1.36698414447346e-290,1.39149821767882e-288,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.857765756649857,8.45500166492943e-277,7.51505294325264e-275,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.866149918288623,2.08293281006114e-288,2.04049025441527e-286,"PWY 7220  adenosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.866149918288623,2.08293281006114e-288,2.04049025441527e-286,"PWY 7222  guanosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.819475941120363,6.7278017408425e-232,3.78355788641639e-230,"SER GLYSYN PWY  superpathway of L serine and glycine biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_fragilis",0.757415930180926,4.5529051539565e-178,1.67592898606548e-176,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.809572003732234,5.3105002732489e-222,2.75676995666291e-220,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.818433514361959,7.90652044882269e-231,4.40564859626906e-229,"PANTO PWY  phosphopantothenate biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.822398586101454,6.17039847579962e-235,3.56923271833476e-233,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5973..cis.vaccenate.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.759667934078103,9.93494384023417e-180,3.71713781751349e-178,"PWY 5973  cis vaccenate biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.777933947446573,6.46661097991906e-194,2.69629562162712e-192,"PWY 7228  superpathway of guanosine nucleotides de novo biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.3841..folate.transformations.II.g__Bacteroides.s__Bacteroides_fragilis",0.79693987440911,3.43890331598929e-210,1.64032087226808e-208,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HISTSYN.PWY..L.histidine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.758931741915935,3.48504744083189e-179,1.29067173616662e-177,"HISTSYN PWY  L histidine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.2942..L.lysine.biosynthesis.III.g__Bacteroides.s__Bacteroides_fragilis",0.802032837589545,7.54313883717846e-215,3.73487860739752e-213,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6700..queuosine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.863277218511268,2.41478509629752e-284,2.3036544104522e-282,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.783675795726678,1.17093423210942e-198,5.0558276405843e-197,"PWY 7228  superpathway of guanosine nucleotides de novo biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6609..adenine.and.adenosine.salvage.III.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.789724873986536,8.18364713441186e-204,3.68183294903996e-202,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.1042..glycolysis.IV..plant.cytosol..g__Bacteroides.s__Bacteroides_fragilis",0.771930739672588,4.15898749745658e-189,1.67286779671427e-187,"PWY 1042  glycolysis IV  plant cytosol "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.762323510947174,1.03425898328578e-181,3.91792784500005e-180,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.762323510947174,1.03425898328578e-181,3.91792784500005e-180,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7663..gondoate.biosynthesis..anaerobic..g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.761948687767518,1.97711332070732e-181,7.45858836782776e-180,"PWY 7663  gondoate biosynthesis  anaerobic "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.800167862067431,3.97409173080804e-213,1.92584908050674e-211,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.800167862067431,3.97409173080804e-213,1.92584908050674e-211,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6700..queuosine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.79166300100172,1.67860610178479e-205,7.64647044515515e-204,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.756593096252662,1.82260135480548e-177,6.69548775925618e-176,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6609..adenine.and.adenosine.salvage.III.g__Bacteroides.s__Bacteroides_fragilis",0.775325275093833,8.28803064030013e-192,3.40126590758803e-190,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.773630167230168,1.87453326322215e-190,7.59019346426019e-189,"ASPASN PWY  superpathway of L aspartate and L asparagine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.939349323519736,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.93842392002202,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.93842392002202,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_sp_CAG_180",0.959757035148763,0,0,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.918349909520153,0,0,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.959765365952269,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY.6737..starch.degradation.V.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.94886249522219,0,0,"PWY 6737  starch degradation V"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_fragilis",0.715162614823772,6.11946222067828e-150,1.95618808987682e-148,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.779388336687999,4.19797496745207e-195,1.75842073291825e-193,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.877531257042417,1.71977796487261e-305,1.8991560180572e-303,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.87670914736417,3.35497245984022e-304,3.66053611920651e-302,"PWY 7220  adenosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.87670914736417,3.35497245984022e-304,3.66053611920651e-302,"PWY 7222  guanosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.718977857829393,2.89043959937957e-152,9.30507066082954e-151,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Bacteroides.s__Bacteroides_fragilis",0.710072269610395,6.77202667094417e-147,2.13852856102727e-145,"HSERMETANA PWY  L methionine biosynthesis III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.76555938274531,3.65911900904897e-184,1.42768324333793e-182,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.775298622361174,8.70641813534855e-192,3.5569427095109e-190,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.781824340955304,4.10560810793837e-197,1.75606303602688e-195,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.759033330694369,2.93166124324516e-179,1.09015917373816e-177,"PWY 7220  adenosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.759033330694369,2.93166124324516e-179,1.09015917373816e-177,"PWY 7222  guanosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.761752517985921,2.77396088528273e-181,1.04430457212266e-179,"SER GLYSYN PWY  superpathway of L serine and glycine biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_fragilis",0.791940855340138,9.58249201934142e-206,4.37600468883258e-204,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.715284921742487,5.16120224768923e-150,1.65276390430836e-148,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.823348442033119,6.18096690026946e-236,3.60972429134006e-234,"PANTO PWY  phosphopantothenate biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",0.721808050900302,5.13496289316808e-154,1.66781031865268e-152,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.3841..folate.transformations.II.g__Bacteroides.s__Bacteroides_fragilis",0.716872523465088,5.61208354507166e-151,1.8034880824471e-149,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","HISTSYN.PWY..L.histidine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.701110549763056,1.07693837793513e-141,3.33722690210137e-140,"HISTSYN PWY  L histidine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.2942..L.lysine.biosynthesis.III.g__Bacteroides.s__Bacteroides_fragilis",0.729183288465263,1.10932581944302e-158,3.6952515093366e-157,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6700..queuosine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.794229553137179,9.15649805843138e-208,4.25613650823158e-206,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.726033150028568,1.13892442167848e-156,3.74591008797899e-155,"PWY 7228  superpathway of guanosine nucleotides de novo biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.757498917551574,3.95729961629627e-178,1.45963474308774e-176,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",0.757498917551574,3.95729961629627e-178,1.45963474308774e-176,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.741540377276305,7.45464873409901e-167,2.57744126345385e-165,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis",0.741540377276305,7.45464873409901e-167,2.57744126345385e-165,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.816161940843609,1.60771016566766e-228,8.74450356078518e-227,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6609..adenine.and.adenosine.salvage.III.g__Bacteroides.s__Bacteroides_fragilis",0.708673491969604,4.52514223077919e-146,1.41671162520666e-144,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis","PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",0.730659181801839,1.23843013236421e-159,4.14044687005656e-158,"PWY 6147  6 hydroxymethyl dihydropterin diphosphate biosynthesis I"
"UNINTEGRATED.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans","COA.PWY..coenzyme.A.biosynthesis.I.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans",0.704491189922119,1.23906411056525e-143,3.85272818406305e-142,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans",0.785255882283537,5.47016540849183e-200,2.40173214236457e-198,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Ruminococcus.s__Ruminococcus_bicirculans","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Ruminococcus.s__Ruminococcus_bicirculans",0.896459714571405,0,0,"UDPNAGSYN PWY  UDP N acetyl D glucosamine biosynthesis I"
